,Name,Url,Rating,Difficulty,Tags
14,3D Graphics in Android: Sensors and VR,https://coursera.org/learn/3d-graphics-android-sensors-vr,None,Advanced Level,"['Computer Science', 'Mobile and Web Development']"
15,Atención prehospitalaria del ictus agudo y selección de pacientes para tratamiento endovascular con la escala RACE,https://coursera.org/learn/ictus-agudo-escala-race,4.8,Intermediate Level,"['Health', 'Patient Care']"
16,Brand & Content Marketing,https://coursera.org/learn/brand-and-content-marketing,4.5,Intermediate Level,"['Arts and Humanities', 'History']"
17," Comercio, Inmigración y Tipos de Cambio en un Mundo Globalizado",https://coursera.org/learn/comercio-inmigracion-tipos-de-cambio,5,Beginner Level,"['Social Sciences', 'Economics']"
18,FPGA computing systems: Background knowledge and introductory materials,https://coursera.org/learn/fpga-intro,4.6,Beginner Level,"['Computer Science', 'Design and Product']"
19,Future Healthcare Payment Models,https://coursera.org/learn/healthcare-payment-models,4.4,Beginner Level,"['Health', 'Healthcare Management']"
20,Введение в iOS-разработку,https://coursera.org/learn/ios-razrabotka-na-swift,4.4,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
21,Geospatial and Environmental Analysis,https://coursera.org/learn/spatial-analysis,4.8,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
22,Combinatorics and Probability,https://coursera.org/learn/combinatorics,4.6,Beginner Level,"['Computer Science', 'Algorithms']"
23,Introducción a la Contabilidad Financiera,https://coursera.org/learn/wharton-contabilidad-financiera,4.6,None,"['Business', 'Business Strategy']"
24,"Surveillance Systems: Analysis, Dissemination, and Special Systems",https://coursera.org/learn/epidemiology-surveillance-systems-analysis,None,Beginner Level,"['Health', 'Public Health']"
25,Базы данных (Databases),https://coursera.org/learn/data-bases-intr,4.3,None,"['Data Science', 'Data Analysis']"
26,Finance for Everyone: Debt,https://coursera.org/learn/finance-debt,4.7,None,"['Business', 'Finance']"
27,Managing Big Data with MySQL,https://coursera.org/learn/analytics-mysql,4.7,None,"['Data Science', 'Data Analysis']"
28,Managing an Agile Team,https://coursera.org/learn/uva-darden-agile-team-management,4.7,None,"['Computer Science', 'Design and Product']"
29,ООП и паттерны проектирования в Python,https://coursera.org/learn/oop-patterns-python,3.8,Intermediate Level,"['Computer Science', 'Software Development']"
30,Introduction to advanced tomography,https://coursera.org/learn/cinemaxe,None,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
31,Launching into Machine Learning en Français,https://coursera.org/learn/launching-machine-learning-fr,None,Intermediate Level,"['Data Science', 'Machine Learning']"
32,Creative Programming for Digital Media & Mobile Apps,https://coursera.org/learn/digitalmedia,4.3,None,"['Computer Science', 'Software Development']"
33,Spanish for Successful Communication in Healthcare Settings,https://coursera.org/learn/spanish-in-healthcare-settings,4.8,Intermediate Level,"['Health', 'Patient Care']"
34,Digital Product Management: Modern Fundamentals,https://coursera.org/learn/uva-darden-digital-product-management,4.7,Beginner Level,"['Business', 'Leadership and Management']"
35,Digital Competition in Financial Services,https://coursera.org/learn/digital-competition-financial-services,4.6,Beginner Level,"['Business', 'Business Strategy']"
36,Mathematics for Machine Learning: PCA,https://coursera.org/learn/pca-machine-learning,4,Intermediate Level,"['Data Science', 'Machine Learning']"
37,"Programming Foundations with JavaScript, HTML and CSS",https://coursera.org/learn/duke-programming-web,4.6,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
38,Погружение в Python,https://coursera.org/learn/diving-in-python,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
39,Probabilistic Graphical Models 2: Inference,https://coursera.org/learn/probabilistic-graphical-models-2-inference,4.6,Advanced Level,"['Data Science', 'Machine Learning']"
40,Evidence-based Toxicology,https://coursera.org/learn/evidence-based-toxicology,4.8,Beginner Level,"['Health', 'Basic Science']"
41,Identifying Social Entrepreneurship Opportunities,https://coursera.org/learn/social-entrepreneurship-opportunities,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
42,Launching into Machine Learning,https://coursera.org/learn/launching-machine-learning,4.6,Intermediate Level,"['Data Science', 'Machine Learning']"
43,Global Strategy I: How The Global Economy Works,https://coursera.org/learn/global-strategy,4.9,None,"['Business', 'Business Strategy']"
44,Quantitative Research,https://coursera.org/learn/quantitative-research,4.2,Intermediate Level,"['Business', 'Marketing']"
45,Sprachtechnologie in den Digital Humanities,https://coursera.org/learn/digital-humanities,4.8,Beginner Level,"['Data Science', 'Data Analysis']"
46,Learn to Program: The Fundamentals,https://coursera.org/learn/learn-to-program,4.8,Beginner Level,"['Computer Science', 'Software Development']"
47,Evaluación educativa del y para el aprendizaje en educación superior,https://coursera.org/learn/evaluacion-educativa,4.8,Beginner Level,"['Social Sciences', 'Education']"
48,Social Computing,https://coursera.org/learn/social-computing,4.4,None,"['Social Sciences', 'Governance and Society']"
49,Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,https://coursera.org/learn/image-processing,4.7,None,"['Math and Logic', 'Math and Logic']"
50,Getting started in cryo-EM,https://coursera.org/learn/cryo-em,4.9,None,"['Health', 'Research']"
51,Forensic Accounting and Fraud Examination,https://coursera.org/learn/forensic-accounting,4.7,None,"['Business', 'Finance']"
52,Compra programática de medios: Publicidad online en tiempo real,https://coursera.org/learn/compra-programatica,4.7,Beginner Level,"['Business', 'Marketing']"
53,Strategic Business Management - Macroeconomics,https://coursera.org/learn/strategic-business-management-macroeconomics,4.8,Beginner Level,"['Business', 'Business Strategy']"
54,Data in Database,https://coursera.org/learn/data-in-database,3.6,Intermediate Level,"['Information Technology', 'Data Management']"
55,Exploring ​and ​Preparing ​your ​Data with BigQuery 日本語版,https://coursera.org/learn/gcp-exploring-preparing-data-bigquery-jp,None,Beginner Level,"['Information Technology', 'Data Management']"
56,Competencias digitales. Bases de datos: Access,https://coursera.org/learn/competencias-digitales-access,4.7,Beginner Level,"['Personal Development', 'Personal Development']"
57,世界空间、法国视角下的国际研究,https://coursera.org/learn/espace-mondial-cn,4.7,Beginner Level,"['Social Sciences', 'Governance and Society']"
58,Climate Change and Water in Mountains: A Global Concern,https://coursera.org/learn/climate-changes-mountains-water,4.5,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
59,Introduction to Systems Biology,https://coursera.org/learn/systems-biology,4.3,None,"['Health', 'Basic Science']"
60,"Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases",https://coursera.org/learn/parasitology,4.7,Intermediate Level,"['Health', 'Basic Science']"
61,Managerial Accounting Fundamentals,https://coursera.org/learn/uva-darden-managerial-accounting,4.8,Beginner Level,"['Business', 'Finance']"
62,The Strategy of Content Marketing,https://coursera.org/learn/content-marketing,4.5,Intermediate Level,"['Business', 'Marketing']"
63,Lesson | Get Ready for the Interview,https://coursera.org/learn/lesson-get-ready-for-the-interview,None,None,"['Language Learning', 'Learning English']"
64,The Science of Training Young Athletes,https://coursera.org/learn/youth-sports,4.8,Beginner Level,"['Personal Development', 'Personal Development']"
65,Build Your First Android App (Project-Centered Course),https://coursera.org/learn/android-app,4.3,None,"['Computer Science', 'Mobile and Web Development']"
66,Avatar Psychology for Designers,https://coursera.org/learn/avatar-psychology-for-designers,None,Beginner Level,"['Computer Science', 'Software Development']"
67,Building Resilient Streaming Analytics Systems on GCP,https://coursera.org/learn/streaming-analytics-systems-gcp,4.8,Intermediate Level,"['Information Technology', 'Cloud Computing']"
68,Introduction to Applied Machine Learning,https://coursera.org/learn/machine-learning-applied,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
69,Introduction to Climate Change and Health,https://coursera.org/learn/introduction-climate-change-health,4.7,Beginner Level,"['Health', 'Public Health']"
70,Экономика предприятия,https://coursera.org/learn/ekonomika-predpriyatiya,4.5,None,"['Business', 'Business Essentials']"
71,Organic Solar Cells - Theory and Practice,https://coursera.org/learn/solar-cell,4.6,None,"['Physical Science and Engineering', 'Chemistry']"
72,Introducción a la Calidad,https://coursera.org/learn/gestion-de-productividad,4.6,None,"['Business', 'Business Strategy']"
73,Analytic Combinatorics,https://coursera.org/learn/analytic-combinatorics,4.7,Intermediate Level,"['Math and Logic', 'Math and Logic']"
74,Supply chain management: Be global,https://coursera.org/learn/supply-chain-management-global,4.8,Beginner Level,"['Business', 'Business Strategy']"
75,Практики управленческой аналитики в MS Excel,https://coursera.org/learn/praktiki-upravlencheskoy-analitiki-excel,4.8,Intermediate Level,"['Business', 'Business Essentials']"
76,Introducción al mundo de las negociaciones,https://coursera.org/learn/estrategias-de-negociacion,4.8,None,"['Business', 'Business Essentials']"
77,Desenvolvimento Ágil com Padrões de Projeto,https://coursera.org/learn/desenvolvimento-agil-com-padroes-de-projeto,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
78,CAPSTONE: Your Leadership Challenge,https://coursera.org/learn/leadership-challenge,4.5,None,"['Business', 'Leadership and Management']"
79,Learning Chinese : Start From Scratch (零到一學中文),https://coursera.org/learn/learn-chinese-mandarin,4.5,Beginner Level,"['Language Learning', 'Other Languages']"
80,Foundations of Teaching for Learning: Planning for Teaching and Learning,https://coursera.org/learn/teaching-plan,4.8,None,"['Social Sciences', 'Education']"
81,"The Modern World, Part One: Global History from 1760 to 1910",https://coursera.org/learn/modern-world,4.8,Beginner Level,"['Arts and Humanities', 'History']"
82,Effective Problem-Solving and Decision-Making,https://coursera.org/learn/problem-solving,4.3,None,"['Business', 'Business Essentials']"
83,Health for All Through Primary Health Care,https://coursera.org/learn/health-for-all,4.7,None,"['Health', 'Patient Care']"
84,Обобщенные линейные модели,https://coursera.org/learn/obobshchennye-linejnye-modeli,None,Intermediate Level,"['Data Science', 'Probability and Statistics']"
85,Introduction to Complex Analysis,https://coursera.org/learn/complex-analysis,4.8,Intermediate Level,"['Math and Logic', 'Math and Logic']"
86,Organizational Design and Management,https://coursera.org/learn/organizational-design-management,4.7,Beginner Level,"['Business', 'Business Strategy']"
87,Internet of Things: Communication Technologies,https://coursera.org/learn/internet-of-things-communication,4.5,None,"['Computer Science', 'Computer Security and Networks']"
88,Global Environmental Management,https://coursera.org/learn/global-environmental-management,4.6,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
89,K-12 Blended & Online Learning,https://coursera.org/learn/k-12-online-education,4.7,None,"['Social Sciences', 'Education']"
90,Inglés Empresarial: Gestión y Liderazgo,https://coursera.org/learn/ingles-empresarial-gestion-liderazgo,4.7,None,"['Language Learning', 'Learning English']"
91,خيارات لسانية لمحترفي الإعلام باللغة العربية,https://coursera.org/learn/arabic-for-media,4.9,Beginner Level,"['Language Learning', 'Learning English']"
92,Introduction to Deep Learning,https://coursera.org/learn/intro-to-deep-learning,4.6,Advanced Level,"['Data Science', 'Machine Learning']"
93,Creative Writing: The Craft of Style,https://coursera.org/learn/craft-of-style,4.7,None,"['Arts and Humanities', 'Music and Art']"
94,Брендинг в инновациях - новая коммуникационная реальность,https://coursera.org/learn/brending-v-innovaciyah,5,None,"['Business', 'Marketing']"
95,Recommender Systems:  Evaluation and Metrics,https://coursera.org/learn/recommender-metrics,4.3,None,"['Data Science', 'Machine Learning']"
96,Giving 2.0: The MOOC,https://coursera.org/learn/philanthropist,4.6,None,"['Business', 'Business Strategy']"
97,Lesson | Business English Skills: Introducing Yourself in Business Settings,https://coursera.org/learn/lesson-business-english-skills-introducing-yourself-in-business-settings,None,Intermediate Level,"['Language Learning', 'Learning English']"
98,Survey analysis to Gain Marketing Insights,https://coursera.org/learn/survey-analysis-marketing-insights,4.4,None,"['Business', 'Marketing']"
99,Construction Project Management,https://coursera.org/learn/construction-project-management,4.8,Beginner Level,"['Business', 'Business Strategy']"
100,Ignite Your Everyday Creativity,https://coursera.org/learn/ignite-creativity,4.4,None,"['Personal Development', 'Personal Development']"
101,Logic for Economists,https://coursera.org/learn/logic-for-economists,4.4,Advanced Level,"['Math and Logic', 'Math and Logic']"
102,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",https://coursera.org/learn/nonprofit-organizations,4.4,None,"['Business', 'Leadership and Management']"
103,Negocios Internacionales I,https://coursera.org/learn/negocios-internacionales,4.7,None,"['Business', 'Business Strategy']"
104,Физика в опытах. Часть 3. Колебания и молекулярная физика,https://coursera.org/learn/molekulyarnaya-fizika,4.8,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
105,Mathematical Biostatistics Boot Camp 1,https://coursera.org/learn/biostatistics,4.5,None,"['Math and Logic', 'Math and Logic']"
106,Introduction to Research for Essay Writing,https://coursera.org/learn/introduction-to-research-for-essay-writing,4.7,None,"['Arts and Humanities', 'Music and Art']"
107,Intelligence Tools for the Digital Age,https://coursera.org/learn/intelligence-tools-digital-age,4.6,Beginner Level,"['Business', 'Leadership and Management']"
108,Tinkering Fundamentals: Circuits,https://coursera.org/learn/tinkering-circuits,4.7,Beginner Level,"['Personal Development', 'Personal Development']"
109,Marketing Internacional en Asia,https://coursera.org/learn/marketing-internacional-asia,4.8,Beginner Level,"['Business', 'Marketing']"
110,Foundations of Public Health Practice: Behaviour & Behaviour Change,https://coursera.org/learn/behaviour-change-in-public-health,None,Advanced Level,"['Health', 'Public Health']"
111,"Designing, Running, and Analyzing Experiments",https://coursera.org/learn/designexperiments,3.7,Intermediate Level,"['Computer Science', 'Design and Product']"
112,Контекстная реклама. Google AdWords,https://coursera.org/learn/kontextnaya-reklama-google-adwords,4.6,Intermediate Level,"['Business', 'Marketing']"
113,Valuation for Startups Using Multiple Approach,https://coursera.org/learn/valuation-multiples,4.2,Beginner Level,"['Business', 'Finance']"
114,Gestion et Politique de l'eau,https://coursera.org/learn/gestion-eau,4.6,None,"['Social Sciences', 'Law']"
115,"Бизнес-процессы, организационное проектирование, механизмы и системы управления",https://coursera.org/learn/systems-engineering-4,4.3,Intermediate Level,"['Business', 'Leadership and Management']"
116,Administração Financeira,https://coursera.org/learn/administracao-financeira,4.8,Beginner Level,"['Business', 'Finance']"
117,"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",https://coursera.org/learn/postharvest,4.8,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
118,Blockchain Platforms,https://coursera.org/learn/blockchain-platforms,4.6,Intermediate Level,"['Computer Science', 'Software Development']"
119,Invitation to Mathematics     הזמנה למתמטיקה,https://coursera.org/learn/introduction-to-math,4.5,None,"['Math and Logic', 'Math and Logic']"
120,Человеческий фактор в разработке корпоративных систем,https://coursera.org/learn/chelovecheskiy-faktor-razrabotke-korporativnykh-sistem,None,None,"['Business', 'Leadership and Management']"
121,Креативная коммуникация: методы и инструменты,https://coursera.org/learn/kreativnaya-kommunikatsiya,4.7,Advanced Level,"['Arts and Humanities', 'Music and Art']"
122,Creating New BigQuery Datasets and Visualizing Insights,https://coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights,4.6,Beginner Level,"['Information Technology', 'Data Management']"
123,Mindware: Critical Thinking for the Information Age,https://coursera.org/learn/mindware,4.7,Beginner Level,"['Health', 'Psychology']"
124,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",https://coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation,4.9,Beginner Level,"['Health', 'Nutrition']"
125,"Android App Components - Services, Local IPC, and Content Providers",https://coursera.org/learn/androidapps-2,4.3,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
126,Big Data: visualización de datos,https://coursera.org/learn/big-data-visualizacion-datos,4.6,Intermediate Level,"['Data Science', 'Data Analysis']"
127,Strategic Career Self-Management,https://coursera.org/learn/strategic-career-self-management,4.4,None,"['Personal Development', 'Personal Development']"
128,Web Connectivity and Security in Embedded Systems,https://coursera.org/learn/iot-connectivity-security,4.6,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
129,Introduction to Spreadsheets and Models,https://coursera.org/learn/wharton-introduction-spreadsheets-models,4.2,None,"['Business', 'Business Essentials']"
130,Powerful Tools for Teaching and Learning: Web 2.0 Tools,https://coursera.org/learn/teaching-learning-tools,4.6,Beginner Level,"['Social Sciences', 'Education']"
131,Social Media Data Analytics,https://coursera.org/learn/social-media-data-analytics,4.1,Intermediate Level,"['Data Science', 'Data Analysis']"
132,Advanced Portfolio Construction and Analysis with Python,https://coursera.org/learn/advanced-portfolio-construction-python,4.8,Intermediate Level,"['Business', 'Finance']"
133,Marketing Analytics,https://coursera.org/learn/uva-darden-market-analytics,4.6,Beginner Level,"['Business', 'Marketing']"
134,Creativity Toolkit I: Changing Perspectives,https://coursera.org/learn/creativity-toolkit-1,4.7,None,"['Business', 'Entrepreneurship']"
135,The Importance and Power of Music in our Society,https://coursera.org/learn/importance-power-music-our-society,4.6,Beginner Level,"['Arts and Humanities', 'Music and Art']"
136,International Security Management,https://coursera.org/learn/international-security-management,None,Beginner Level,"['Social Sciences', 'Governance and Society']"
137,International Law In Action: Investigating and Prosecuting International Crimes,https://coursera.org/learn/international-law-in-action-2,4.8,None,"['Social Sciences', 'Law']"
138,Decision-Making and Scenarios,https://coursera.org/learn/wharton-decision-making-scenarios,4.6,None,"['Business', 'Business Essentials']"
139,Fundamentals of Visualization with Tableau,https://coursera.org/learn/data-visualization-tableau,4.5,Beginner Level,"['Data Science', 'Data Analysis']"
140,Data Mining Project,https://coursera.org/learn/data-mining-project,4.6,None,"['Data Science', 'Data Analysis']"
141,Diode - pn Junction and Metal Semiconductor Contact,https://coursera.org/learn/diode-pn-junction-metal-semiconductor-contact,4.1,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
142,Managerial Economics and Business Analysis Capstone,https://coursera.org/learn/managerial-economics-capstone,4.6,Beginner Level,"['Business', 'Business Essentials']"
143,A Life of Happiness and Fulfillment,https://coursera.org/learn/happiness,4.8,None,"['Health', 'Psychology']"
144,Machine Learning with Python,https://coursera.org/learn/machine-learning-with-python,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
145,"The Music of the Rolling Stones, 1962-1974",https://coursera.org/learn/rolling-stones,4.8,None,"['Arts and Humanities', 'Music and Art']"
146,"Innovation Through Design: Think, Make, Break, Repeat",https://coursera.org/learn/innovation-through-design,4.8,Beginner Level,"['Business', 'Entrepreneurship']"
147,Improving Communication Skills,https://coursera.org/learn/wharton-communication-skills,4.6,Beginner Level,"['Personal Development', 'Personal Development']"
148,Creatividad computacional,https://coursera.org/learn/creatividad-computacional,None,Intermediate Level,"['Computer Science', 'Algorithms']"
149,Communicating Data Science Results,https://coursera.org/learn/data-results,3.6,None,"['Data Science', 'Data Analysis']"
150,Design Thinking,https://coursera.org/learn/design-thinking-innovation,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
151,Modern American Poetry,https://coursera.org/learn/modern-american-poetry,4.5,Beginner Level,"['Arts and Humanities', 'Music and Art']"
152,More Chinese for Beginners,https://coursera.org/learn/more-chinese-for-beginners,4.7,None,"['Language Learning', 'Other Languages']"
153,Aspectos básicos de la planificación y la gestión de proyectos,https://coursera.org/learn/uva-darden-project-management-es,4.9,Beginner Level,"['Business', 'Business Essentials']"
154,The Modern and the Postmodern (Part 2),https://coursera.org/learn/modern-postmodern-2,4.7,None,"['Arts and Humanities', 'History']"
155,Marketing Gerencial,https://coursera.org/learn/marketing-gerencial,4.8,Intermediate Level,"['Business', 'Finance']"
156,Основы микроэкономики (Microeconomics Principles),https://coursera.org/learn/mikroekonomika,4.5,Beginner Level,"['Social Sciences', 'Economics']"
157,Leading transformations: Manage change,https://coursera.org/learn/change-management,4.5,Beginner Level,"['Business', 'Leadership and Management']"
158,Cómo autoconstruir tu vivienda. Segunda etapa,https://coursera.org/learn/como-autoconstruir-tu-vivienda-segunda-etapa,4.8,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
159,Растровая графика. Adobe Photoshop CC,https://coursera.org/learn/rastrovaya-grafika-adobe-photoshop,4.6,Beginner Level,"['Computer Science', 'Design and Product']"
160,Entrepreneurship Strategy: From Ideation to Exit,https://coursera.org/learn/entrepreneurship-strategy,4.8,Beginner Level,"['Business', 'Leadership and Management']"
161,Conflict Resolution Skills,https://coursera.org/learn/conflict-resolution-skills,4.3,None,"['Business', 'Business Essentials']"
162,Serious Gaming,https://coursera.org/learn/serious-gaming,4.5,None,"['Social Sciences', 'Education']"
163,Введение в системное проектирование,https://coursera.org/learn/systems-engineering-2,4.4,Beginner Level,"['Physical Science and Engineering', 'Research Methods']"
164,Advanced Deployment Scenarios with TensorFlow,https://coursera.org/learn/advanced-deployment-scenarios-tensorflow,None,Intermediate Level,"['Computer Science', 'Software Development']"
165,The Science of Success: What Researchers Know that You Should Know,https://coursera.org/learn/success,4.8,Beginner Level,"['Business', 'Leadership and Management']"
166,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),https://coursera.org/learn/build-a-computer,4.9,None,"['Computer Science', 'Algorithms']"
167,Toledo: Deciphering Secrets of Medieval Spain,https://coursera.org/learn/toledo-deciphering-secrets-medieval-spain,4.6,Intermediate Level,"['Arts and Humanities', 'History']"
168,Introduction to Data Analytics for Business,https://coursera.org/learn/data-analytics-business,4.7,None,"['Data Science', 'Data Analysis']"
169,Getting Your Film off the Ground,https://coursera.org/learn/film-off-ground,4.4,Beginner Level,"['Arts and Humanities', 'Music and Art']"
170,Hot Topics in Criminal Justice,https://coursera.org/learn/hot-topics-criminal-justice,4.9,Beginner Level,"['Social Sciences', 'Law']"
171,"Learning, Knowledge, and Human Development ",https://coursera.org/learn/learning-knowledge-human-development,4,Beginner Level,"['Social Sciences', 'Education']"
172,Front-End Web UI Frameworks and Tools: Bootstrap 4,https://coursera.org/learn/bootstrap-4,4.8,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
173,Introducción a la producción musical,https://coursera.org/learn/intro-produccion-musical,4.9,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
174,Elastic Cloud Infrastructure: Containers and Services dalam bahasa Indonesia,https://coursera.org/learn/gcp-infrastructure-containers-services-id,4.9,Intermediate Level,"['Information Technology', 'Cloud Computing']"
175,Financial Analysis for Startups,https://coursera.org/learn/financial-ratios,4.4,Beginner Level,"['Business', 'Finance']"
176,Arts and Heritage Management,https://coursera.org/learn/arts-heritage,4.8,None,"['Business', 'Marketing']"
177,Fundamentals of Quantitative Modeling,https://coursera.org/learn/wharton-quantitative-modeling,4.6,None,"['Business', 'Business Essentials']"
178,Using clinical health data for better healthcare,https://coursera.org/learn/healthcare-data,4.6,Beginner Level,"['Health', 'Health Informatics']"
179,Enterprise Architecture,https://coursera.org/learn/enterprise-architecture,None,Beginner Level,"['Business', 'Business Essentials']"
180,Teach English Now! Capstone Project 2,https://coursera.org/learn/teaching-english-capstone-2,4.9,Beginner Level,"['Language Learning', 'Learning English']"
181,"Introduction to CAD, CAM, and Practical CNC Machining",https://coursera.org/learn/introduction-cad-cam-practical-cnc-machining,4.9,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
182,Психология коммуникации,https://coursera.org/learn/psikhologiya-kommunikacii,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
183,Inferential and Predictive Statistics for Business,https://coursera.org/learn/business-statistics,4.8,None,"['Business', 'Business Essentials']"
184,Summary Statistics in Public Health,https://coursera.org/learn/summary-statistics,4.8,Beginner Level,"['Health', 'Public Health']"
185,Unordered Data Structures,https://coursera.org/learn/cs-fundamentals-3,4.8,None,"['Computer Science', 'Software Development']"
186,What is Social?,https://coursera.org/learn/what-is-social,4.6,None,"['Business', 'Marketing']"
187,"Итоговый проект специализации ""Финансовые инструменты для частного инвестора""",https://coursera.org/learn/financial-instruments-capstone,4.5,None,"['Business', 'Finance']"
188,Networking in GCP: Hybrid Connectivity and Network Management,https://coursera.org/learn/networking-gcp-hybrid-connectivity-network-management,4.8,Intermediate Level,"['Information Technology', 'Networking']"
189,"Managerial Accounting: Cost Behaviors, Systems, and Analysis",https://coursera.org/learn/accounting-for-managers,4.7,None,"['Business', 'Finance']"
190,Introduction to English Common Law,https://coursera.org/learn/intro-common-law,4.8,Beginner Level,"['Social Sciences', 'Law']"
191,Professional Responsibility and Ethics for Accountants,https://coursera.org/learn/ethics,None,None,"['Business', 'Leadership and Management']"
192,Sustainable Business Enterprises,https://coursera.org/learn/sustainable-business-enterprises,4.4,None,"['Business', 'Business Strategy']"
193,Composição: Escrevendo a letra,https://coursera.org/learn/composicao-escrevendo-letra,4.9,Beginner Level,"['Arts and Humanities', 'Music and Art']"
194,Gestión estratégica de Escuelas en Contextos Rurales,https://coursera.org/learn/gestion-estrategica-escuelas-rurales,4.9,Beginner Level,"['Social Sciences', 'Education']"
195,Teaching Impacts of Technology: Workplace of the Future,https://coursera.org/learn/teach-impacts-technology-workplace-future,None,Beginner Level,"['Social Sciences', 'Education']"
196,Expanded FPGA Training with NIOS II,https://coursera.org/learn/fpga-training-nios-ii,None,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
197,"Anatomy: Cardiovascular, Respiratory and Urinary Systems",https://coursera.org/learn/anatomy403-2x,4.8,Beginner Level,"['Health', 'Basic Science']"
198,Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,https://coursera.org/learn/water-part-2,4.4,Intermediate Level,"['Social Sciences', 'Governance and Society']"
199,القيادة الدولية والسلوك التنظيمي,https://coursera.org/learn/organizational-behavior-ar,4.8,None,"['Business', 'Leadership and Management']"
200,"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional ",https://coursera.org/learn/trabaja-inteligentemente,4.5,None,"['Business', 'Leadership and Management']"
201,Application Systems Programming,https://coursera.org/learn/application-systems-programming,4.5,Intermediate Level,"['Computer Science', 'Software Development']"
202,Strategies for winning. Meteorology in a round the world regatta,https://coursera.org/learn/meteorology,4.5,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
203,Estadística y probabilidad,https://coursera.org/learn/estadistica-probabilidad,4.7,Beginner Level,"['Math and Logic', 'Math and Logic']"
